Timestamp,Your name?,What is the name of your event?,Where will your mapping party be held?,Please insert a link to your venue on openstreetmap.org,Please insert a link where people can sign up,What date is your event taking place? (as YYYY-MM-DD),What time does your event start?,What time does your event end?,Country?,Is this is part of OSM GeoWeek 2020? (Nov 15-21),lat,long
uniqueID-70,,Mapaton de la Escuela de ingenierias,"Escuela de Ingenierías de la Universidad de León. Callejón Campus Vegazana, s/n, 24007 León , Leon, Spain",https://www.openstreetmap.org/search?whereami=1&query=42.61442%2C-5.56207#map=19/42.61442/-5.56207&layers=N,https://forms.office.com/Pages/ResponsePage.aspx?id=-QiRdbPNBEu5dj6bPZrQvqNdx04FWjJDt0S332v3Y9FUMjNDUUo5V0tZSDI1SExaVk9IMjZPT004WS4u,2020-01-28,17:00,19:00,[es],,42.61442,-5.56207
uniqueID-71,,Mapathon@BOKU,"TÜWI Lokal, TÜWI Lokal, Austria",https://www.openstreetmap.org/node/4530145086,https://www.facebook.com/events/401313737327444/,2020-01-28,17:00,21:00,[at],,48.2376092,16.3347888
uniqueID-72,,Mapathon Missing maps CartONG,"L'ESS'Pace, Paris, France",https://www.openstreetmap.org/node/7028455668,https://www.eventbrite.ca/e/billets-mapathon-missing-maps-a-paris-lesspace-84720462183,2020-01-27,19:00,21:00,[fr],,48.8270088,2.3831178
uniqueID-73,,Map For Future,"Millepiani Coworking, Rome, Italy",https://www.openstreetmap.org/way/404195369,https://www.romaltruista.it/detail_volunteer_opportunities/34409,2020-01-24,18:00,20:00,[it],,41.86173,12.48669
uniqueID-74,,Missing Maps mapathon Bratislava #8,"Faculty of Civil Engineering, Slovak University of Technology in Bratislava, Bratislava, Slovakia",https://www.openstreetmap.org/?mlat=48.15198&mlon=17.11533#map=19/48.15198/17.11533,https://www.eventbrite.com/e/missing-maps-mapathon-bratislava-8-tickets-87019719323?aff=missingmapsorg,2020-01-23,17:00,20:00,[sk],,48.15198,17.11533
uniqueID-75,,Maptime Salzburg Mapathon,"iDEAS:lab, Salzburg, Salzburg, Austria",https://www.openstreetmap.org/node/4787833494,https://www.meetup.com/Maptime-Salzburg/events/267722655/,2020-01-23,19:00,21:00,[at],,47.82362,13.03962
uniqueID-76,,Mapathon Missing Maps CartONG,"Le Tuba, Lyon, France",https://www.openstreetmap.org/node/3837100089,https://www.eventbrite.ca/e/billets-mapathon-missing-maps-a-lyon-letuba-84908992081,2020-01-21,18:30,21:30,[fr],,45.7637971,4.8538376
uniqueID-77,,Missing Maps: Mapathon 2020,"Boyd Orr Building, University of Glasgow, Glasgow, United Kingdom",https://www.openstreetmap.org/way/59189225,https://www.eventbrite.co.uk/e/missing-maps-mapathon-2020-tickets-87066613585,2020-01-21,18:00,20:00,[gb],,55.87357,-4.29269
uniqueID-78,,Missing Maps Mapathon,"Wikimedia Deutschland e.V., Berlin, Germany",https://www.openstreetmap.org/#map=19/52.49841/13.38071,https://www.eventbrite.com/e/missing-maps-mapathon-putting-the-worlds-vulnerable-people-on-the-map-registration-86116389439,2020-01-16,19:00,22:00,[de],,52.49841,13.38071
uniqueID-79,,Missing Maps Berlin,"Wikimedia, Berlin, Germany",https://www.openstreetmap.org/node/2551527703#map=19/52.49841/13.38105,https://www.eventbrite.com/e/missing-maps-mapathon-putting-the-worlds-vulnerable-people-on-the-map-registration-86116389439,2020-01-16,19:00,22:00,[de],,52.49841,13.38105
uniqueID-80,,Mapathon CartONG Missing Maps,"La Dynamo, Chambéry, France",https://www.openstreetmap.org/way/110779064,https://www.eventbrite.ca/e/billets-mapathon-missing-maps-a-chambery-la-dynamo-84719916551,2020-01-08,18:30,21:30,[fr],,45.5903,5.92048
uniqueID-81,,Missing Maps London,"Linklaters, London, United Kingdom",https://www.openstreetmap.org/node/2639375134,https://www.eventbrite.co.uk/e/missing-maps-january-mapathon-tickets-85074717771,2020-01-07,18:00,21:00,[gb],,51.520343,-0.0923418
